id,season,Team,DD2,TD3,DQ,EJECT,TECH,FLAG,AST_TO,STL_TO,RAT,SC_EFF,SH_EFF
6617,2013-14,NO,1,0,0,1,3,0,2.1,0.6,-,1.118,0.44
6617,2014-15,NO,0,0,0,0,1,0,2.9,0.6,-,1.077,0.42
6617,2014-15,LAC,0,0,0,0,3,0,1.9,0.9,-,1.062,0.47
6617,2015-16,LAC,0,0,1,1,4,0,1.6,0.8,-,1.149,0.5
6617,2016-17,LAC,0,0,2,2,5,0,1.8,0.4,-,1.216,0.52
6617,2017-18,LAC,0,0,1,0,4,0,2.2,0.7,-,1.143,0.51
6617,2018-19,WSH,0,0,0,0,1,0,1.6,0.5,-,1.082,0.48
6617,2018-19,HOU,0,0,0,0,1,0,3.4,0.9,-,1.079,0.51
6617,2019-20,HOU,0,0,0,0,3,0,2.3,1.0,-,1.19,0.52
6617,2020-21,NY,0,0,0,0,0,0,1.9,0.5,-,1.141,0.53
6617,2020-21,DEN,0,0,0,0,0,0,2.8,1.3,-,1.191,0.54
6617,2021-22,DEN,0,0,0,1,7,0,1.7,0.9,-,1.151,0.53
6617,2022-23,MIN,0,0,1,1,3,1,3.3,1.2,-,1.22,0.54
4032,2009-10,UTAH,0,0,0,0,0,0,1.3,0.7,-,1.361,0.54
4032,2010-11,POR,1,0,2,0,2,0,1.2,0.7,-,1.328,0.53
4032,2011-12,POR,0,0,0,0,4,0,1.5,1.3,-,1.185,0.5
4032,2012-13,POR,1,0,0,0,6,0,1.6,0.8,-,1.265,0.54
4032,2013-14,POR,1,0,0,1,8,0,1.8,0.7,-,1.331,0.54
4032,2014-15,POR,0,0,1,0,4,1,1.7,1.0,-,1.271,0.56
4032,2015-16,DAL,0,0,1,0,5,0,1.9,1.0,-,1.144,0.5
4032,2016-17,DAL,0,0,1,0,7,0,2.1,0.8,-,1.164,0.5
4032,2017-18,DAL,0,0,1,0,8,0,2.1,0.9,-,1.151,0.52
4032,2018-19,DAL,0,0,0,0,4,0,1.7,0.6,-,1.226,0.52
4032,2018-19,NY,0,0,0,0,0,0,2.5,0.5,-,0.737,0.26
4032,2018-19,IND,0,0,0,0,2,0,1.8,0.6,-,1.195,0.5
4032,2019-20,MIL,0,0,0,0,5,0,2.1,0.9,-,1.171,0.52
4032,2020-21,LAL,0,0,0,0,0,0,2.1,1.5,-,1.107,0.48
4032,2021-22,MIL,0,0,1,0,0,0,2.0,1.3,-,1.132,0.52
4032,2022-23,MIL,0,0,0,0,2,0,1.9,1.1,-,1.119,0.48
2184,2003-04,MIA,11,0,2,0,3,0,0.7,0.4,-,1.23,0.46
2184,2004-05,MIA,23,0,5,0,5,0,1.0,0.6,-,1.357,0.54
2184,2005-06,MIA,14,0,2,1,8,0,1.2,0.6,-,1.281,0.51
2184,2006-07,MIA,21,0,1,0,5,1,0.9,0.4,-,1.177,0.49
2184,2007-08,MIA,11,0,2,0,3,0,1.0,0.6,-,1.162,0.47
2184,2008-09,MIA,20,0,0,1,4,0,1.0,0.5,-,1.235,0.52
2184,2009-10,MIA,21,0,0,0,0,0,0.7,0.4,-,1.22,0.49
2184,2010-11,MIA,4,0,0,0,0,0,0.4,0.5,-,1.209,0.51
2184,2011-12,MIA,4,0,0,0,2,1,0.7,0.6,-,1.078,0.42
2184,2012-13,MIA,1,0,1,0,3,0,0.8,0.7,-,1.155,0.51
2184,2013-14,MIA,0,0,1,0,1,0,0.5,0.5,-,1.185,0.51
2184,2014-15,MIA,3,0,0,0,2,0,1.1,0.5,-,1.092,0.45
2184,2015-16,MIA,0,0,0,0,1,0,2.8,1.0,-,0.967,0.39
2184,2016-17,MIA,0,0,0,0,0,0,0.8,0.8,-,1.348,0.48
2184,2017-18,MIA,0,0,0,0,0,0,2.5,0.0,-,0.533,0.23
2184,2018-19,MIA,1,0,0,0,0,0,0.7,0.0,-,0.758,0.33
2184,2019-20,MIA,0,0,0,0,0,0,1.0,0.0,-,1.091,0.41
2184,2020-21,MIA,0,0,0,1,2,0,0.0,0.0,-,2.0,1.0
2184,2021-22,MIA,0,0,0,0,1,0,0.8,0.2,-,1.032,0.47
2184,2022-23,MIA,0,0,0,0,1,0,0.0,1.0,-,0.931,0.4
4278508,2018-19,WSH,0,0,0,0,0,0,2.7,0.7,-,1.06,0.46
4278508,2019-20,WSH,6,0,0,0,0,0,2.3,1.1,-,1.151,0.49
4278508,2020-21,WSH,0,0,0,0,0,0,1.2,0.2,-,1.011,0.45
4278508,2020-21,CHI,0,0,0,0,0,0,2.0,1.4,-,1.291,0.6
4278508,2021-22,CHI,1,0,0,0,0,0,2.5,1.4,-,1.097,0.51
4278508,2022-23,LAL,2,0,0,0,1,0,1.9,1.2,-,1.163,0.55
3032979,2013-14,ATL,0,0,0,0,0,0,1.5,0.3,-,0.973,0.41
3032979,2014-15,ATL,5,0,0,0,4,0,2.1,0.3,-,1.155,0.47
3032979,2015-16,ATL,2,0,0,0,2,0,1.9,0.4,-,1.125,0.47
3032979,2016-17,ATL,10,0,0,0,3,0,1.9,0.3,-,1.165,0.49
3032979,2017-18,ATL,5,0,1,0,4,1,2.3,0.4,-,1.135,0.47
3032979,2018-19,OKC,3,0,1,0,10,1,1.9,0.4,-,1.109,0.47
3032979,2019-20,OKC,0,0,0,0,4,1,1.6,0.3,-,1.274,0.53
3032979,2020-21,LAL,6,0,1,1,5,0,2.2,0.4,-,1.238,0.48
3032979,2021-22,BOS,0,0,0,0,1,1,2.0,0.4,-,1.205,0.5
3032979,2021-22,HOU,1,0,0,0,2,0,2.3,0.3,-,1.164,0.46
3032979,2022-23,LAL,2,0,2,0,6,0,2.7,0.4,-,1.277,0.47
2579294,2015-16,CHA,1,0,0,0,0,0,1.7,0.7,-,1.154,0.47
2579294,2016-17,CHA,4,0,2,0,1,0,2.1,0.6,-,1.09,0.47
2579294,2017-18,CHA,0,0,0,0,4,0,2.0,0.5,-,1.219,0.5
2579294,2018-19,CHA,2,0,0,0,2,0,1.5,0.3,-,1.359,0.55
2579294,2019-20,PHX,1,0,0,0,0,0,2.0,0.4,-,1.231,0.52
2579294,2020-21,PHX,2,0,0,0,2,0,3.6,0.6,-,1.206,0.53
2579294,2021-22,PHX,0,0,0,0,0,0,2.6,1.6,-,1.439,0.58
2579294,2022-23,ATL,0,0,0,0,1,0,2.3,0.6,-,1.614,0.69
2579294,2022-23,HOU,0,0,0,0,0,0,inf,inf,-,0.947,0.37
2327577,2014-15,SA,0,0,0,0,0,0,0.0,0.0,-,1.143,0.57
2327577,2014-15,MEM,0,0,0,0,0,0,0.3,0.4,-,1.35,0.58
2327577,2015-16,MEM,7,0,1,0,5,0,0.8,0.6,-,1.168,0.48
2327577,2016-17,MEM,10,0,4,0,5,0,0.9,0.5,-,1.381,0.56
2327577,2017-18,MEM,16,0,1,0,2,0,1.0,0.4,-,1.166,0.5
2327577,2018-19,MEM,5,0,5,0,5,0,0.6,0.5,-,1.292,0.54
2327577,2018-19,LAC,1,0,1,0,0,0,0.6,0.5,-,1.268,0.58
2327577,2019-20,LAC,7,0,1,0,2,0,0.9,0.5,-,1.222,0.56
2327577,2020-21,DEN,1,0,1,0,3,1,1.0,0.5,-,1.259,0.57
2327577,2021-22,DEN,1,0,0,1,7,2,1.0,0.8,-,1.321,0.54
2327577,2022-23,GS,0,0,1,0,3,0,1.0,0.5,-,1.452,0.62
2386,2004-05,PHI,5,1,2,0,1,0,1.8,1.0,-,1.357,0.54
2386,2005-06,PHI,7,0,4,0,3,0,1.7,0.9,-,1.464,0.54
2386,2006-07,PHI,7,3,0,0,1,0,1.7,0.6,-,1.399,0.47
2386,2007-08,PHI,8,0,1,0,4,0,1.8,0.8,-,1.276,0.5
2386,2008-09,PHI,11,0,1,0,4,0,2.0,0.6,-,1.344,0.51
2386,2009-10,PHI,11,0,0,0,2,0,2.2,0.6,-,1.251,0.48
2386,2010-11,PHI,11,3,0,0,1,0,3.1,0.7,-,1.245,0.49
2386,2011-12,PHI,8,1,0,0,2,0,2.9,0.9,-,1.22,0.51
2386,2012-13,DEN,10,1,0,1,1,0,2.1,0.7,-,1.181,0.5
2386,2013-14,GS,2,0,0,0,0,0,2.6,1.0,-,1.284,0.55
2386,2014-15,GS,0,0,0,0,1,0,2.6,1.0,-,1.218,0.54
2386,2015-16,GS,1,0,0,0,2,0,2.8,0.9,-,1.242,0.55
2386,2016-17,GS,0,0,0,0,3,0,4.5,1.3,-,1.383,0.6
2386,2017-18,GS,0,0,0,0,3,0,3.1,0.8,-,1.2,0.51
2386,2018-19,GS,0,0,0,1,2,0,4.2,1.2,-,1.288,0.58
2386,2019-20,MIA,0,0,0,0,0,0,2.0,0.5,-,1.091,0.51
2386,2020-21,MIA,0,0,0,0,1,0,2.1,0.9,-,1.109,0.5
2386,2021-22,GS,0,0,0,0,2,0,4.1,1.0,-,1.025,0.45
2386,2022-23,GS,0,0,0,1,2,0,2.1,0.4,-,1.133,0.5
2488826,2016-17,MIA,0,0,0,0,1,0,2.2,0.8,-,1.08,0.49
2488826,2017-18,MIA,0,0,0,0,0,0,4.3,2.0,-,1.247,0.6
2488826,2018-19,MIA,2,0,0,0,0,0,1.8,0.6,-,1.091,0.49
2488826,2019-20,LAC,0,0,0,0,0,0,1.5,1.1,-,1.033,0.46
2488826,2020-21,DET,0,0,0,0,0,0,2.3,1.1,-,1.3,0.61
2488826,2021-22,DET,0,0,0,0,1,0,2.0,0.9,-,1.213,0.56
2488826,2022-23,DET,0,0,0,0,0,0,2.5,1.5,-,1.204,0.54
3934723,2017-18,LAL,0,0,0,0,2,0,3.0,0.5,-,1.048,0.4
3934723,2018-19,WSH,14,0,0,0,2,1,1.5,0.4,-,1.51,0.65
3934723,2019-20,WSH,11,0,1,0,6,0,1.6,0.5,-,1.457,0.63
3934723,2020-21,WSH,1,0,0,0,1,0,1.4,0.4,-,1.571,0.7
3934723,2021-22,WSH,0,0,0,0,2,0,1.2,0.3,-,1.358,0.56
3934723,2022-23,LAL,9,0,0,0,0,1,1.0,0.5,-,1.648,0.69
3934723,2022-23,DEN,0,0,0,0,1,0,0.2,0.2,-,1.221,0.51
3442,2008-09,LAC,3,0,0,0,1,0,0.3,0.3,-,1.551,0.63
3442,2009-10,LAC,8,0,1,0,1,0,0.3,0.2,-,1.412,0.61
3442,2010-11,LAC,8,0,1,0,6,0,0.4,0.4,-,1.66,0.69
3442,2011-12,LAC,8,0,1,0,7,0,0.2,0.4,-,1.491,0.63
3442,2012-13,LAC,12,0,1,0,10,0,0.3,0.5,-,1.484,0.64
3442,2013-14,LAC,42,0,2,0,8,3,0.6,0.7,-,1.662,0.68
3442,2014-15,LAC,47,0,1,0,9,1,0.6,0.7,-,1.772,0.71
3442,2015-16,LAC,49,0,1,1,12,0,0.8,0.5,-,1.929,0.7
3442,2016-17,LAC,41,0,0,2,14,1,0.8,0.4,-,1.783,0.71
3442,2017-18,LAC,46,0,1,0,9,1,0.9,0.3,-,1.604,0.65
3442,2018-19,DAL,30,0,1,0,10,0,0.9,0.3,-,1.706,0.64
3442,2018-19,NY,12,0,1,0,1,0,1.4,0.2,-,1.683,0.63
3442,2019-20,BKN,13,0,0,0,5,0,1.4,0.2,-,1.62,0.67
3442,2020-21,BKN,6,0,0,0,3,1,1.1,0.2,-,1.711,0.76
3442,2021-22,LAL,0,0,0,0,1,0,0.6,0.5,-,1.483,0.67
3442,2021-22,PHI,0,0,0,1,0,1,0.5,0.1,-,1.37,0.59
3442,2022-23,DEN,2,0,1,0,2,2,0.7,0.3,-,1.73,0.77
3138154,2018-19,BKN,0,0,0,0,0,0,1.2,0.3,-,1.11,0.42
3138154,2019-20,BKN,0,0,0,0,0,0,1.7,0.5,-,0.774,0.34
3138154,2020-21,NY,0,0,0,0,0,0,1.0,0.0,-,0.222,0.11
3138154,2021-22,DAL,0,0,0,0,0,0,3.4,1.0,-,1.231,0.49
3138154,2022-23,DAL,1,1,0,0,3,0,3.8,0.5,-,1.092,0.48
2968334,2020-21,DEN,1,0,0,0,0,0,3.2,1.1,-,1.257,0.5
2968334,2021-22,DEN,2,0,0,0,3,1,3.3,0.9,-,1.122,0.46
2968334,2022-23,DAL,0,0,0,0,0,0,3.0,2.0,-,0.769,0.35
6461,2011-12,PHX,1,0,2,0,2,0,0.9,0.6,-,1.071,0.45
6461,2012-13,PHX,3,0,3,0,5,0,1.0,0.7,-,1.026,0.44
6461,2013-14,PHX,11,0,2,1,12,0,1.0,0.5,-,1.32,0.51
6461,2014-15,PHX,12,0,4,2,15,3,1.1,0.6,-,1.144,0.49
6461,2015-16,PHX,1,0,0,0,6,0,1.0,0.4,-,0.998,0.42
6461,2015-16,WSH,1,0,1,1,5,2,0.8,0.6,-,1.167,0.51
6461,2016-17,WSH,9,0,4,4,10,4,1.0,0.6,-,1.196,0.5
6461,2017-18,WSH,5,0,2,2,13,2,1.1,0.4,-,1.224,0.54
6461,2018-19,WSH,1,0,4,0,7,0,1.3,0.5,-,1.192,0.51
6461,2018-19,OKC,1,0,0,0,1,0,2.7,1.6,-,1.0,0.46
6461,2019-20,DET,1,0,0,1,4,3,1.0,0.4,-,1.249,0.55
6461,2019-20,LAL,0,0,0,0,3,0,1.3,0.8,-,1.072,0.5
6461,2020-21,LAL,2,0,0,2,6,2,1.4,0.4,-,1.077,0.49
6461,2021-22,MIA,0,0,0,0,1,1,1.2,0.3,-,1.132,0.53
6461,2022-23,BKN,1,0,0,0,3,0,1.8,0.6,-,1.171,0.52
6461,2022-23,DAL,0,0,0,0,0,0,1.5,0.3,-,1.091,0.55
2968361,2015-16,UTAH,0,0,1,0,0,0,1.6,0.6,-,1.139,0.51
2968361,2016-17,UTAH,0,0,0,0,0,0,2.3,1.4,-,1.099,0.51
2968361,2017-18,UTAH,0,0,0,0,1,0,2.1,0.4,-,1.212,0.52
2968361,2018-19,UTAH,0,0,0,0,1,0,2.7,0.4,-,1.217,0.52
2968361,2019-20,PHI,0,0,0,0,0,0,2.0,0.5,-,1.239,0.53
2968361,2020-21,WSH,0,0,0,0,2,1,2.8,1.4,-,1.246,0.54
2968361,2021-22,WSH,0,0,0,0,3,0,2.7,0.7,-,1.193,0.5
2968361,2022-23,CLE,0,0,0,0,1,0,3.3,0.7,-,1.427,0.57
3447,2008-09,PHX,0,0,0,0,0,0,0.3,0.4,-,1.38,0.52
3447,2009-10,PHX,4,0,1,0,1,1,0.2,0.2,-,1.478,0.59
3447,2010-11,PHX,2,0,1,0,3,0,0.2,0.4,-,1.21,0.5
3447,2011-12,PHX,0,0,1,2,5,2,0.5,0.4,-,1.294,0.46
3447,2012-13,NO,9,0,1,0,0,1,0.6,0.3,-,1.292,0.53
3447,2013-14,POR,29,0,2,0,5,0,0.9,0.3,-,1.41,0.55
3447,2014-15,POR,6,0,0,0,3,1,0.8,0.2,-,1.295,0.54
3447,2015-16,NY,15,0,2,2,9,0,0.9,0.1,-,1.272,0.54
3447,2016-17,CHI,8,0,0,2,6,1,0.9,0.2,-,1.083,0.49
3447,2017-18,CHI,3,0,1,2,11,1,1.2,0.1,-,1.172,0.53
3447,2018-19,CHI,2,0,0,1,7,1,0.9,0.1,-,1.316,0.57
3447,2019-20,MIL,0,0,1,0,1,1,0.7,0.2,-,1.194,0.55
3447,2020-21,WSH,3,0,0,1,3,0,0.7,0.2,-,1.511,0.64
3447,2021-22,ORL,3,0,1,1,5,0,1.2,0.0,-,1.276,0.56
3447,2022-23,CLE,0,0,0,0,0,1,0.8,0.1,-,1.493,0.65
3078284,2014-15,CHA,1,0,0,0,0,0,0.4,0.4,-,1.092,0.43
3078284,2015-16,POR,0,0,1,0,2,0,0.6,0.5,-,1.018,0.44
3078284,2016-17,POR,4,0,3,0,1,0,0.5,0.5,-,1.211,0.49
3078284,2017-18,POR,1,0,1,0,0,0,0.9,0.4,-,1.24,0.5
3078284,2017-18,CHI,2,0,0,0,0,0,1.3,0.8,-,1.051,0.48
3078284,2018-19,NY,18,0,2,0,2,0,1.5,0.5,-,1.298,0.52
3078284,2019-20,MIN,0,0,0,0,0,0,1.4,0.6,-,1.384,0.56
3078284,2019-20,DEN,0,0,0,0,0,0,1.0,0.0,-,2.167,0.92
3078284,2020-21,BKN,0,0,0,0,0,0,0.5,0.0,-,0.0,0.0
3078284,2022-23,BOS,0,0,0,0,0,0,0.6,0.2,-,1.042,0.48
3989,2010-11,LAC,63,2,5,1,12,1,1.4,0.3,-,1.341,0.51
3989,2011-12,LAC,41,0,3,0,11,1,1.4,0.4,-,1.339,0.55
3989,2012-13,LAC,28,1,3,0,14,0,1.6,0.5,-,1.343,0.54
3989,2013-14,LAC,43,1,4,1,16,0,1.4,0.4,-,1.42,0.53
3989,2014-15,LAC,18,0,3,0,12,0,2.3,0.4,-,1.284,0.51
3989,2015-16,LAC,13,0,0,2,7,1,2.0,0.3,-,1.242,0.5
3989,2016-17,LAC,19,1,0,0,4,2,2.1,0.4,-,1.355,0.51
3989,2017-18,LAC,11,2,1,1,6,0,1.8,0.3,-,1.291,0.5
3989,2017-18,DET,5,1,1,0,8,1,2.3,0.2,-,1.187,0.49
3989,2018-19,DET,21,2,1,2,14,1,1.6,0.2,-,1.373,0.53
3989,2019-20,DET,2,0,0,0,3,0,1.5,0.2,-,1.116,0.41
3989,2020-21,DET,1,0,0,0,1,0,2.4,0.4,-,1.104,0.45
3989,2020-21,BKN,1,0,1,0,2,0,2.1,0.6,-,1.376,0.57
3989,2021-22,BKN,1,0,2,0,2,0,3.4,0.9,-,1.147,0.49
3989,2022-23,BOS,0,0,1,0,2,1,2.8,0.6,-,1.308,0.57
3922230,2018-19,IND,0,0,0,0,0,0,2.2,0.5,-,1.122,0.48
3922230,2019-20,IND,3,0,0,0,4,0,2.6,0.6,-,1.114,0.49
3922230,2020-21,IND,1,0,0,0,1,1,1.9,0.7,-,1.089,0.47
3922230,2021-22,WSH,0,0,0,0,4,0,2.0,0.6,-,1.173,0.52
3922230,2021-22,PHX,0,0,1,0,0,0,2.7,0.6,-,1.202,0.48
3922230,2022-23,ATL,0,0,0,0,0,0,2.5,1.0,-,1.123,0.5
3074797,2017-18,ORL,0,0,1,0,0,0,1.9,1.1,-,1.05,0.45
3074797,2018-19,ORL,0,0,0,0,1,0,1.7,0.6,-,1.237,0.47
3074797,2019-20,ORL,0,0,0,1,3,1,2.3,1.0,-,1.288,0.48
3074797,2020-21,DAL,0,0,0,0,0,0,1.7,1.5,-,0.942,0.36
3074797,2020-21,NO,0,0,0,1,2,0,0.6,0.5,-,1.0,0.36
3074797,2021-22,ATL,0,0,0,0,0,0,0.0,1.0,-,1.222,0.53
3907821,2017-18,CHA,0,0,0,0,0,0,1.7,0.7,-,0.911,0.4
3907821,2018-19,CHA,0,0,1,0,1,0,2.6,0.7,-,1.23,0.55
3907821,2019-20,CHA,0,0,0,0,0,0,1.4,0.6,-,0.918,0.39
3907821,2020-21,ORL,0,0,0,0,6,1,2.0,1.0,-,1.085,0.44
4065778,2019-20,CHI,0,0,0,0,0,0,0.0,0.0,-,1.667,0.67
4065778,2020-21,MIA,0,0,0,0,0,0,3.0,1.4,-,1.262,0.59
4065778,2021-22,MIA,0,0,1,0,4,0,1.6,0.5,-,1.278,0.6
4065778,2022-23,MIA,2,0,0,0,4,1,2.5,0.6,-,1.168,0.53
3137259,2019-20,MIA,0,0,0,0,0,0,6.0,5.0,-,0.595,0.3
3137259,2020-21,MIA,1,0,1,0,0,0,2.0,0.6,-,1.039,0.48
3137259,2021-22,MIA,0,0,2,0,3,0,2.1,0.6,-,1.152,0.53
3137259,2022-23,MIA,0,0,1,0,0,2,1.8,0.7,-,1.131,0.51
2596112,2019-20,BOS,0,0,0,0,0,1,1.1,1.0,-,1.294,0.54
2596112,2020-21,BOS,0,0,0,0,0,0,0.8,1.4,-,1.479,0.6
2596112,2020-21,CHI,0,0,0,0,0,0,1.0,1.7,-,1.323,0.5
2596112,2021-22,CHI,0,0,0,0,0,0,2.0,2.2,-,1.44,0.6
2596112,2022-23,CHI,0,0,1,0,0,0,1.2,1.2,-,1.528,0.63
3934721,2019-20,UTAH,0,0,0,0,0,0,1.0,0.2,-,1.385,0.63
3934721,2020-21,UTAH,0,0,1,0,0,0,2.3,1.0,-,1.167,0.53
3934721,2021-22,TOR,0,0,0,0,0,0,inf,0.0,-,1.667,0.83
4277813,2021-22,NO,1,0,5,1,2,1,1.7,1.3,-,1.288,0.53
4277813,2022-23,NO,0,0,4,0,4,0,1.8,1.2,-,1.295,0.52
4278076,2020-21,CHA,0,0,0,0,0,0,0.7,0.0,-,1.667,0.44
4278076,2021-22,CHA,0,0,0,0,0,0,0.5,0.4,-,1.667,0.67
4278076,2022-23,CHA,14,0,0,0,3,1,0.6,0.2,-,1.7,0.63
4431669,2020-21,CHA,0,0,0,0,0,0,0.4,0.2,-,1.278,0.51
4431669,2021-22,CHA,0,0,0,0,0,0,0.0,1.0,-,1.333,0.5
4431669,2021-22,WSH,0,0,0,0,0,0,0.0,0.5,-,1.714,0.57
4431669,2022-23,WSH,0,0,0,0,0,0,1.5,1.0,-,0.75,0.25
4395626,2020-21,SA,0,0,0,0,0,0,3.0,0.6,-,1.205,0.49
4395626,2021-22,SA,3,0,1,0,0,0,5.1,0.9,-,1.218,0.5
4395626,2022-23,SA,6,2,0,0,0,0,4.1,0.8,-,1.178,0.49
4278521,2019-20,MIA,0,0,0,0,0,0,1.0,2.0,-,1.4,0.6
4278521,2020-21,MIA,0,0,0,1,1,1,1.3,0.7,-,0.958,0.44
4278521,2021-22,MIA,0,0,0,0,1,0,2.8,0.8,-,1.116,0.5
4278521,2022-23,SAC,0,0,0,0,0,1,1.9,1.0,-,1.211,0.51
4278562,2020-21,PHI,1,0,0,0,1,0,1.0,0.8,-,1.128,0.54
4278562,2021-22,PHI,0,0,0,0,0,0,1.6,3.3,-,1.208,0.57
4278562,2022-23,PHI,5,0,1,0,0,0,0.6,1.0,-,1.373,0.6
2991018,2016-17,BKN,0,0,0,0,0,0,1.2,0.1,-,1.102,0.45
2991018,2016-17,DAL,0,0,0,0,0,0,2.8,0.7,-,1.183,0.5
2991018,2017-18,DAL,3,0,0,0,1,0,2.6,0.8,-,1.148,0.52
2991018,2018-19,SAC,0,0,0,0,0,0,3.4,0.9,-,1.193,0.51
2991018,2019-20,SAC,0,0,0,0,0,0,2.5,0.6,-,1.16,0.48
2991018,2020-21,CLE,0,0,0,0,0,0,1.7,1.0,-,0.905,0.45
2991018,2020-21,LAC,0,0,0,0,0,0,inf,inf,-,1.028,0.42
4431828,2020-21,HOU,4,0,2,0,1,0,1.3,0.8,-,1.318,0.56
4431828,2021-22,HOU,2,0,1,0,4,0,1.7,0.6,-,1.331,0.59
4431828,2022-23,HOU,5,0,0,0,5,1,1.4,0.5,-,1.443,0.62
4401415,2019-20,GS,0,0,0,0,0,0,1.2,0.3,-,1.475,0.54
4401415,2020-21,GS,0,0,0,0,1,0,0.8,0.6,-,1.037,0.48
4066405,2020-21,CLE,1,0,0,0,1,0,1.1,0.7,-,1.213,0.47
4066405,2021-22,CLE,0,0,0,0,2,0,1.1,0.8,-,1.201,0.52
4066405,2022-23,CLE,1,0,0,0,0,0,1.2,1.0,-,1.139,0.5
4278594,2020-21,NO,3,0,0,0,0,1,2.3,0.7,-,1.177,0.46
4278594,2021-22,NO,1,0,1,0,1,1,1.3,0.7,-,1.164,0.44
4278594,2022-23,NO,0,0,0,0,7,0,1.9,0.6,-,1.222,0.49
4066851,2019-20,UTAH,0,0,0,0,0,0,1.0,1.0,-,1.094,0.48
4066851,2020-21,UTAH,0,0,0,0,0,0,1.8,0.7,-,1.061,0.51
4066851,2021-22,UTAH,0,0,0,0,0,0,5.0,0.0,-,0.556,0.28
3133838,2018-19,MEM,0,0,0,0,0,0,1.3,0.7,-,0.765,0.31
3133838,2019-20,MEM,0,0,0,0,0,0,2.5,2.5,-,1.059,0.49
3133838,2020-21,TOR,0,0,0,0,0,0,2.1,1.4,-,1.211,0.54
3133838,2021-22,TOR,2,0,0,0,1,0,1.1,0.6,-,1.181,0.5
3133838,2022-23,BKN,0,0,0,0,0,0,2.2,1.1,-,1.388,0.62
3912334,2018-19,DET,0,0,0,0,0,0,2.0,1.8,-,0.884,0.39
3912334,2019-20,DET,0,0,0,0,0,0,1.0,1.0,-,1.0,0.44
3912334,2020-21,HOU,0,0,0,0,0,0,4.2,1.5,-,1.242,0.55
4278124,2020-21,DET,0,0,0,0,0,0,3.2,0.6,-,1.271,0.49
4278124,2021-22,DET,1,0,0,0,0,0,3.0,1.0,-,1.175,0.43
4278124,2022-23,PHX,1,0,0,0,0,2,3.1,0.9,-,1.239,0.44
4278124,2022-23,PHI,0,0,0,0,0,0,0.7,0.3,-,1.5,0.75
3906977,2020-21,ORL,0,0,0,0,0,0,0.5,2.5,-,1.214,0.5
3906977,2021-22,ORL,0,0,0,0,0,0,2.0,1.0,-,1.136,0.51
4231914,2021-22,MIL,0,0,0,0,0,0,inf,inf,-,0.833,0.42
3908819,2019-20,UTAH,0,0,0,0,0,0,0.6,0.1,-,1.442,0.5
3908819,2020-21,PHI,0,0,0,0,0,0,1.5,0.5,-,1.889,0.56
3908819,2021-22,DEN,0,0,0,0,0,0,inf,inf,-,3.0,0.75
3908819,2021-22,MIL,0,0,0,0,0,0,6.0,3.0,-,2.143,0.93
4291678,2018-19,PHI,0,0,0,0,0,0,2.0,1.0,-,0.9,0.45
4291678,2021-22,MIA,0,0,0,0,0,0,2.0,0.7,-,0.935,0.45
4291678,2022-23,MIA,2,0,1,0,0,0,1.0,0.8,-,1.093,0.52
3074213,2021-22,MIA,8,0,1,0,1,0,1.2,0.4,-,1.211,0.53
3074213,2022-23,MIA,0,0,0,0,0,0,0.5,0.5,-,1.481,0.65
4066467,2020-21,LAC,0,0,0,0,0,0,0.0,0.0,-,1.0,0.5
4066467,2021-22,UTAH,0,0,0,0,0,0,0.0,0.0,-,0.667,0.33
4066467,2021-22,BOS,0,0,0,0,0,0,inf,0.0,-,1.5,0.75
3058030,2019-20,ATL,0,0,0,0,0,0,inf,inf,-,0.0,0.0
3058030,2019-20,TOR,0,0,0,0,0,1,1.7,1.0,-,1.632,0.63
3058030,2020-21,TOR,0,0,0,0,0,0,1.9,0.7,-,1.354,0.65
3058030,2021-22,OKC,0,0,0,0,0,0,2.0,0.8,-,0.886,0.43
4066508,2019-20,ATL,0,0,0,0,0,0,0.7,0.7,-,1.053,0.39
4066508,2020-21,OKC,0,0,0,0,0,0,1.4,0.8,-,0.871,0.4
4066508,2021-22,DAL,0,0,0,0,0,0,inf,inf,-,0.4,0.2
4066508,2021-22,PHI,0,0,0,0,0,0,1.0,1.6,-,0.824,0.28
3133596,2019-20,MIN,0,0,0,0,0,0,1.2,0.4,-,1.088,0.46
3133596,2020-21,IND,0,0,0,0,0,0,1.1,0.6,-,1.138,0.54
3133596,2021-22,IND,0,0,0,0,2,0,1.5,0.9,-,1.018,0.48
4065660,2019-20,LAC,0,0,0,0,0,0,1.0,1.0,-,1.313,0.58
4065660,2020-21,LAC,0,0,0,0,0,0,0.8,0.3,-,0.844,0.34
4065660,2020-21,CLE,0,0,0,0,0,0,1.3,0.7,-,1.193,0.5
4065660,2022-23,BOS,0,0,0,0,0,0,0.0,2.0,-,0.857,0.29
2991184,2015-16,HOU,0,0,0,0,0,0,0.0,inf,-,0.0,0.0
2991184,2016-17,HOU,0,0,0,0,0,0,1.9,0.9,-,1.175,0.54
2991184,2017-18,LAC,0,0,0,0,1,0,1.2,0.7,-,1.17,0.51
2991184,2018-19,CLE,0,0,0,0,0,0,1.8,2.2,-,1.188,0.51
2991184,2018-19,WSH,0,0,0,0,0,0,1.9,1.4,-,1.106,0.5
3912292,2019-20,UTAH,0,0,0,0,0,0,1.6,0.4,-,0.857,0.41
