id,name,rank,salary,url
3057187,Sterling Brown,283,3000000.0,https://www.espn.com/nba/player/_/id/3057187/sterling-brown
4277883,Jordan Nwora,284,3000000.0,https://www.espn.com/nba/player/_/id/4277883/jordan-nwora
4423309,Luka Samanic,285,2959080.0,https://www.espn.com/nba/player/_/id/4423309/luka-samanic
4397136,Saddiq Bey,286,2959080.0,https://www.espn.com/nba/player/_/id/4397136/saddiq-bey
4565201,Malaki Branham,287,2925600.0,https://www.espn.com/nba/player/_/id/4565201/malaki-branham
4431699,Kai Jones,288,2909040.0,https://www.espn.com/nba/player/_/id/4431699/kai-jones
4431679,Precious Achiuwa,289,2840160.0,https://www.espn.com/nba/player/_/id/4431679/precious-achiuwa
4431767,Christian Braun,290,2808600.0,https://www.espn.com/nba/player/_/id/4431767/christian-braun
4701230,Jalen Johnson,291,2792640.0,https://www.espn.com/nba/player/_/id/4701230/jalen-johnson
4431678,Tyrese Maxey,292,2726880.0,https://www.espn.com/nba/player/_/id/4431678/tyrese-maxey
4277952,Bruno Fernando,293,2717391.0,https://www.espn.com/nba/player/_/id/4277952/bruno-fernando
3136196,Trey Lyles,294,2700000.0,https://www.espn.com/nba/player/_/id/3136196/trey-lyles
4433136,Walker Kessler,295,2696400.0,https://www.espn.com/nba/player/_/id/4433136/walker-kessler
3206,Marc Gasol,296,2692991.0,https://www.espn.com/nba/player/_/id/3206/marc-gasol
3276,Anthony Tolliver,297,2692991.0,https://www.espn.com/nba/player/_/id/3276/anthony-tolliver
4432192,Keon Johnson,298,2681040.0,https://www.espn.com/nba/player/_/id/4432192/keon-johnson
4397886,Charles Bassey,299,2600000.0,https://www.espn.com/nba/player/_/id/4397886/charles-bassey
4593041,David Roddy,300,2588640.0,https://www.espn.com/nba/player/_/id/4593041/david-roddy
4432170,Isaiah Jackson,301,2573760.0,https://www.espn.com/nba/player/_/id/4432170/isaiah-jackson
4431690,Zeke Nnaji,302,2498760.0,https://www.espn.com/nba/player/_/id/4431690/zeke-nnaji
4432179,MarJon Beauchamp,303,2485200.0,https://www.espn.com/nba/player/_/id/4432179/marjon-beauchamp
4871143,Usman Garuba,304,2471160.0,https://www.espn.com/nba/player/_/id/4871143/usman-garuba
2991055,Montrezl Harrell,305,2463490.0,https://www.espn.com/nba/player/_/id/2991055/montrezl-harrell
2999409,Willy Hernangomez,306,2443581.0,https://www.espn.com/nba/player/_/id/2999409/willy-hernangomez
4683935,Blake Wesley,307,2385480.0,https://www.espn.com/nba/player/_/id/4683935/blake-wesley
4432168,Josh Christopher,308,2372160.0,https://www.espn.com/nba/player/_/id/4432168/josh-christopher
4683025,Leandro Bolmaro,309,2353320.0,https://www.espn.com/nba/player/_/id/4683025/leandro-bolmaro
4395724,Immanuel Quickley,310,2316240.0,https://www.espn.com/nba/player/_/id/4395724/immanuel-quickley
4592187,Wendell Moore Jr.,311,2306520.0,https://www.espn.com/nba/player/_/id/4592187/wendell-moore-jr.
3134932,John Konchar,312,2300000.0,https://www.espn.com/nba/player/_/id/3134932/john-konchar
3064559,Damian Jones,313,2298385.0,https://www.espn.com/nba/player/_/id/3064559/damian-jones
4397014,Quentin Grimes,314,2277000.0,https://www.espn.com/nba/player/_/id/4397014/quentin-grimes
4395712,Andrew Nembhard,315,2244111.0,https://www.espn.com/nba/player/_/id/4395712/andrew-nembhard
